subjID,trial,targetWord,correct
id0193,3,ant,1
id0193,4,elk,1
id0193,5,choir,1
id0193,6,ventilator,1
id0193,7,arugula,1
id0193,8,giraffe,1
id0193,9,palmtree,1
id0193,10,pineapple,1
id0193,11,ocean,1
id0193,12,gazelle,1
id0193,13,chanterelle,1
id0193,14,ruin,1
id0193,15,labyrinth,1
id0193,16,orchid,1
id0193,17,zucchini,1
id0193,18,kayak,0
id0193,19,lobster,1
id0193,20,carnation,0
id0193,21,flounder,1
id0193,22,cello,0
id0194,1,eye,1
id0194,2,carrot,1
id0194,3,ant,1
id0194,4,elk,1
id0194,5,choir,1
id0194,6,ventilator,1
id0194,7,arugula,0
id0194,8,giraffe,1
id0194,9,palmtree,1
id0194,10,pineapple,1
id0194,11,ocean,1
id0194,12,gazelle,0
id0194,13,chanterelle,1
id0194,14,ruin,1
id0194,15,labyrinth,1
id0194,16,orchid,0
id0194,17,zucchini,1
id0194,18,kayak,1
id0194,19,lobster,1
id0194,20,carnation,0
id0194,21,flounder,0
id0194,22,cello,0
id0195,1,eye,1
id0195,2,carrot,1
id0195,3,ant,1
id0195,4,elk,1
id0195,5,choir,0
id0195,6,ventilator,1
id0195,7,arugula,1
id0195,8,giraffe,1
id0195,9,palmtree,1
id0195,10,pineapple,1
id0195,11,ocean,1
id0195,12,gazelle,0
id0195,13,chanterelle,1
id0195,14,ruin,1
id0195,15,labyrinth,1
id0195,16,orchid,1
id0195,17,zucchini,1
id0195,18,kayak,0
id0195,19,lobster,1
id0195,20,carnation,0
id0195,21,flounder,1
id0195,22,cello,0
id0196,1,eye,1
id0196,2,carrot,1
id0196,3,ant,1
id0196,4,elk,1
id0196,5,choir,0
id0196,6,ventilator,1
id0196,7,arugula,1
id0196,8,giraffe,1
id0196,9,palmtree,1
id0196,10,pineapple,1
id0196,11,ocean,1
id0196,12,gazelle,1
id0196,13,chanterelle,1
id0196,14,ruin,1
id0196,15,labyrinth,1
id0196,16,orchid,1
id0196,17,zucchini,1
id0196,18,kayak,1
id0196,19,lobster,1
id0196,20,carnation,0
id0196,21,flounder,1
id0196,22,cello,1
id0198,1,eye,1
id0198,2,carrot,1
id0198,3,ant,1
id0198,4,elk,1
id0198,5,choir,0
id0198,6,ventilator,1
id0198,7,arugula,0
id0198,8,giraffe,1
id0198,9,palmtree,1
id0198,10,pineapple,1
id0198,11,ocean,1
id0198,12,gazelle,1
id0198,13,chanterelle,0
id0198,14,ruin,1
id0198,15,labyrinth,1
id0198,16,orchid,0
id0198,17,zucchini,1
id0198,18,kayak,1
id0198,19,lobster,1
id0198,20,carnation,1
id0198,21,flounder,1
id0198,22,cello,1
id0200,1,eye,1
id0200,2,carrot,1
id0200,3,ant,1
id0200,4,elk,1
id0200,5,choir,0
id0200,6,ventilator,0
id0200,7,arugula,0
id0200,8,giraffe,1
id0200,9,palmtree,1
id0200,10,pineapple,1
id0200,11,ocean,0
id0200,12,gazelle,0
id0200,13,chanterelle,0
id0200,14,ruin,0
id0200,15,labyrinth,0
id0200,16,orchid,0
id0200,17,zucchini,1
id0200,18,kayak,0
id0200,19,lobster,1
id0200,20,carnation,0
id0200,21,flounder,0
id0200,22,cello,1
id0201,1,eye,1
id0201,2,carrot,1
id0201,3,ant,1
id0201,4,elk,1
id0201,5,choir,1
id0201,6,ventilator,0
id0201,7,arugula,1
id0201,8,giraffe,1
id0201,9,palmtree,1
id0201,10,pineapple,1
id0201,11,ocean,0
id0201,12,gazelle,0
id0201,13,chanterelle,1
id0201,14,ruin,1
id0201,15,labyrinth,0
id0201,16,orchid,1
id0201,17,zucchini,1
id0201,18,kayak,0
id0201,19,lobster,1
id0201,20,carnation,0
id0201,21,flounder,1
id0201,22,cello,0
id0202,1,eye,1
id0202,2,carrot,1
id0202,3,ant,1
id0202,4,elk,1
id0202,5,choir,1
id0202,6,ventilator,1
id0202,7,arugula,1
id0202,8,giraffe,1
id0202,9,palmtree,1
id0202,10,pineapple,1
id0202,11,ocean,1
id0202,12,gazelle,1
id0202,13,chanterelle,0
id0202,14,ruin,1
id0202,15,labyrinth,1
id0202,16,orchid,1
id0202,17,zucchini,1
id0202,18,kayak,1
id0202,19,lobster,1
id0202,20,carnation,0
id0202,21,flounder,1
id0202,22,cello,0
id0204,1,eye,1
id0204,2,carrot,1
id0204,3,ant,1
id0204,4,elk,1
id0204,5,choir,1
id0204,6,ventilator,1
id0204,7,arugula,1
id0204,8,giraffe,1
id0204,9,palmtree,1
id0204,10,pineapple,1
id0204,11,ocean,0
id0204,12,gazelle,1
id0204,13,chanterelle,0
id0204,14,ruin,1
id0204,15,labyrinth,1
id0204,16,orchid,1
id0204,17,zucchini,1
id0204,18,kayak,0
id0204,19,lobster,0
id0204,20,carnation,1
id0204,21,flounder,0
id0204,22,cello,1
id0205,1,eye,1
id0205,2,carrot,1
id0205,3,ant,1
id0205,4,elk,1
id0205,5,choir,0
id0205,6,ventilator,1
id0205,7,arugula,0
id0205,8,giraffe,1
id0205,9,palmtree,1
id0205,10,pineapple,1
id0205,11,ocean,1
id0205,12,gazelle,1
id0205,13,chanterelle,0
id0205,14,ruin,1
id0205,15,labyrinth,1
id0205,16,orchid,1
id0205,17,zucchini,1
id0205,18,kayak,0
id0205,19,lobster,1
id0205,20,carnation,1
id0205,21,flounder,0
id0205,22,cello,0
id0206,1,eye,1
id0206,2,carrot,1
id0206,3,ant,1
id0206,4,elk,1
id0206,5,choir,1
id0206,6,ventilator,1
id0206,7,arugula,0
id0206,8,giraffe,1
id0206,9,palmtree,1
id0206,10,pineapple,1
id0206,11,ocean,1
id0206,12,gazelle,0
id0206,13,chanterelle,0
id0206,14,ruin,1
id0206,15,labyrinth,0
id0206,16,orchid,0
id0206,17,zucchini,1
id0206,18,kayak,0
id0206,19,lobster,1
id0206,20,carnation,1
id0206,21,flounder,0
id0206,22,cello,0
id0207,1,eye,1
id0207,2,carrot,1
id0207,3,ant,1
id0207,4,elk,1
id0207,5,choir,1
id0207,6,ventilator,1
id0207,7,arugula,0
id0207,8,giraffe,1
id0207,9,palmtree,1
id0207,10,pineapple,1
id0207,11,ocean,1
id0207,12,gazelle,0
id0207,13,chanterelle,1
id0207,14,ruin,1
id0207,15,labyrinth,1
id0207,16,orchid,1
id0207,17,zucchini,1
id0207,18,kayak,1
id0207,19,lobster,1
id0207,20,carnation,0
id0207,21,flounder,1
id0207,22,cello,1
id0210,1,eye,1
id0210,2,carrot,1
id0210,3,ant,1
id0210,4,elk,1
id0210,5,choir,0
id0210,6,ventilator,1
id0210,7,arugula,0
id0210,8,giraffe,1
id0210,9,palmtree,0
id0210,10,pineapple,1
id0210,11,ocean,0
id0210,12,gazelle,0
id0210,13,chanterelle,0
id0210,14,ruin,1
id0210,15,labyrinth,1
id0210,16,orchid,0
id0210,17,zucchini,1
id0210,18,kayak,0
id0210,19,lobster,0
id0210,20,carnation,0
id0210,21,flounder,0
id0210,22,cello,0
id0211,1,eye,1
id0211,2,carrot,1
id0211,3,ant,1
id0211,4,elk,1
id0211,5,choir,0
id0211,6,ventilator,1
id0211,7,arugula,0
id0211,8,giraffe,1
id0211,9,palmtree,1
id0211,10,pineapple,1
id0211,11,ocean,1
id0211,12,gazelle,0
id0211,13,chanterelle,1
id0211,14,ruin,1
id0211,15,labyrinth,1
id0211,16,orchid,1
id0211,17,zucchini,0
id0211,18,kayak,1
id0211,19,lobster,0
id0211,20,carnation,1
id0211,21,flounder,0
id0211,22,cello,1
id0212,1,eye,1
id0212,2,carrot,1
id0212,3,ant,1
id0212,4,elk,1
id0212,5,choir,1
id0212,6,ventilator,1
id0212,7,arugula,1
id0212,8,giraffe,1
id0212,9,palmtree,1
id0212,10,pineapple,1
id0212,11,ocean,1
id0212,12,gazelle,1
id0212,13,chanterelle,1
id0212,14,ruin,1
id0212,15,labyrinth,1
id0212,16,orchid,1
id0212,17,zucchini,1
id0212,18,kayak,1
id0212,19,lobster,1
id0212,20,carnation,0
id0212,21,flounder,0
id0212,22,cello,1
id0213,1,eye,1
id0213,2,carrot,1
id0213,3,ant,1
id0213,4,elk,1
id0213,5,choir,1
id0213,6,ventilator,1
id0213,7,arugula,1
id0213,8,giraffe,1
id0213,9,palmtree,1
id0213,10,pineapple,1
id0213,11,ocean,1
id0213,12,gazelle,1
id0213,13,chanterelle,1
id0213,14,ruin,1
id0213,15,labyrinth,1
id0213,16,orchid,1
id0213,17,zucchini,1
id0213,18,kayak,1
id0213,19,lobster,0
id0213,20,carnation,1
id0213,21,flounder,1
id0213,22,cello,0
id0214,1,eye,1
id0214,2,carrot,1
id0214,3,ant,1
id0214,4,elk,1
id0214,5,choir,1
id0214,6,ventilator,1
id0214,7,arugula,0
id0214,8,giraffe,1
id0214,9,palmtree,1
id0214,10,pineapple,1
id0214,11,ocean,1
id0214,12,gazelle,0
id0214,13,chanterelle,0
id0214,14,ruin,1
id0214,15,labyrinth,1
id0214,16,orchid,0
id0214,17,zucchini,1
id0214,18,kayak,0
id0214,19,lobster,0
id0214,20,carnation,0
id0214,21,flounder,0
id0214,22,cello,1
id0215,1,eye,1
id0215,2,carrot,1
id0215,3,ant,1
id0215,4,elk,1
id0215,5,choir,0
id0215,6,ventilator,1
id0215,7,arugula,1
id0215,8,giraffe,1
id0215,9,palmtree,1
id0215,10,pineapple,1
id0215,11,ocean,1
id0215,12,gazelle,0
id0215,13,chanterelle,1
id0215,14,ruin,1
id0215,15,labyrinth,1
id0215,16,orchid,1
id0215,17,zucchini,1
id0215,18,kayak,1
id0215,19,lobster,1
id0215,20,carnation,0
id0215,21,flounder,1
id0215,22,cello,1
id0216,1,eye,1
id0216,2,carrot,1
id0216,3,ant,1
id0216,4,elk,1
id0216,5,choir,0
id0216,6,ventilator,1
id0216,7,arugula,0
id0216,8,giraffe,1
id0216,9,palmtree,1
id0216,10,pineapple,1
id0216,11,ocean,1
id0216,12,gazelle,1
id0216,13,chanterelle,1
id0216,14,ruin,1
id0216,15,labyrinth,1
id0216,16,orchid,0
id0216,17,zucchini,1
id0216,18,kayak,0
id0216,19,lobster,0
id0216,20,carnation,0
id0216,21,flounder,0
id0216,22,cello,1
id0218,1,eye,1
id0218,2,carrot,1
id0218,3,ant,1
id0218,4,elk,1
id0218,5,choir,1
id0218,6,ventilator,1
id0218,7,arugula,1
id0218,8,giraffe,1
id0218,9,palmtree,1
id0218,10,pineapple,1
id0218,11,ocean,1
id0218,12,gazelle,1
id0218,13,chanterelle,1
id0218,14,ruin,1
id0218,15,labyrinth,1
id0218,16,orchid,1
id0218,17,zucchini,1
id0218,18,kayak,1
id0218,19,lobster,1
id0218,20,carnation,1
id0218,21,flounder,1
id0218,22,cello,1
id0220,1,eye,1
id0220,2,carrot,1
id0220,3,ant,1
id0220,4,elk,1
id0220,5,choir,1
id0220,6,ventilator,1
id0220,7,arugula,0
id0220,8,giraffe,1
id0220,9,palmtree,1
id0220,10,pineapple,1
id0220,11,ocean,1
id0220,12,gazelle,1
id0220,13,chanterelle,0
id0220,14,ruin,1
id0220,15,labyrinth,1
id0220,16,orchid,1
id0220,17,zucchini,1
id0220,18,kayak,1
id0220,19,lobster,0
id0220,20,carnation,0
id0220,21,flounder,1
id0220,22,cello,0
id0221,1,eye,1
id0221,2,carrot,1
id0221,3,ant,1
id0221,4,elk,1
id0221,5,choir,1
id0221,6,ventilator,1
id0221,7,arugula,0
id0221,8,giraffe,1
id0221,9,palmtree,1
id0221,10,pineapple,1
id0221,11,ocean,1
id0221,12,gazelle,1
id0221,13,chanterelle,1
id0221,14,ruin,1
id0221,15,labyrinth,1
id0221,16,orchid,1
id0221,17,zucchini,1
id0221,18,kayak,1
id0221,19,lobster,0
id0221,20,carnation,0
id0221,21,flounder,0
id0221,22,cello,0
id0223,1,eye,1
id0223,2,carrot,0
id0223,3,ant,1
id0223,4,elk,1
id0223,5,choir,0
id0223,6,ventilator,1
id0223,7,arugula,0
id0223,8,giraffe,1
id0223,9,palmtree,1
id0223,10,pineapple,1
id0223,11,ocean,0
id0223,12,gazelle,0
id0223,13,chanterelle,0
id0223,14,ruin,0
id0223,15,labyrinth,0
id0223,16,orchid,0
id0223,17,zucchini,0
id0223,18,kayak,1
id0223,19,lobster,0
id0223,20,carnation,0
id0223,21,flounder,0
id0223,22,cello,0
id0224,1,eye,1
id0224,2,carrot,1
id0224,3,ant,1
id0224,4,elk,1
id0224,5,choir,1
id0224,6,ventilator,1
id0224,7,arugula,0
id0224,8,giraffe,1
id0224,9,palmtree,1
id0224,10,pineapple,1
id0224,11,ocean,1
id0224,12,gazelle,1
id0224,13,chanterelle,1
id0224,14,ruin,1
id0224,15,labyrinth,1
id0224,16,orchid,1
id0224,17,zucchini,1
id0224,18,kayak,1
id0224,19,lobster,1
id0224,20,carnation,0
id0224,21,flounder,1
id0224,22,cello,0
id0225,1,eye,1
id0225,2,carrot,1
id0225,3,ant,1
id0225,4,elk,1
id0225,5,choir,0
id0225,6,ventilator,1
id0225,7,arugula,0
id0225,8,giraffe,1
id0225,9,palmtree,1
id0225,10,pineapple,1
id0225,11,ocean,1
id0225,12,gazelle,1
id0225,13,chanterelle,1
id0225,14,ruin,1
id0225,15,labyrinth,1
id0225,16,orchid,1
id0225,17,zucchini,1
id0225,18,kayak,1
id0225,19,lobster,1
id0225,20,carnation,0
id0225,21,flounder,1
id0225,22,cello,1
id0227,1,eye,1
id0227,2,carrot,1
id0227,3,ant,1
id0227,4,elk,1
id0227,5,choir,0
id0227,6,ventilator,1
id0227,7,arugula,0
id0227,8,giraffe,1
id0227,9,palmtree,1
id0227,10,pineapple,1
id0227,11,ocean,1
id0227,12,gazelle,1
id0227,13,chanterelle,1
id0227,14,ruin,1
id0227,15,labyrinth,1
id0227,16,orchid,1
id0227,17,zucchini,1
id0227,18,kayak,1
id0227,19,lobster,1
id0227,20,carnation,0
id0227,21,flounder,1
id0227,22,cello,0
id0229,1,eye,1
id0229,2,carrot,1
id0229,3,ant,1
id0229,4,elk,1
id0229,5,choir,1
id0229,6,ventilator,1
id0229,7,arugula,0
id0229,8,giraffe,1
id0229,9,palmtree,1
id0229,10,pineapple,1
id0229,11,ocean,1
id0229,12,gazelle,1
id0229,13,chanterelle,0
id0229,14,ruin,1
id0229,15,labyrinth,1
id0229,16,orchid,1
id0229,17,zucchini,0
id0229,18,kayak,0
id0229,19,lobster,0
id0229,20,carnation,1
id0229,21,flounder,0
id0229,22,cello,0
id0230,1,eye,1
id0230,2,carrot,1
id0230,3,ant,1
id0230,4,elk,1
id0230,5,choir,0
id0230,6,ventilator,1
id0230,7,arugula,1
id0230,8,giraffe,1
id0230,9,palmtree,1
id0230,10,pineapple,1
id0230,11,ocean,1
id0230,12,gazelle,0
id0230,13,chanterelle,1
id0230,14,ruin,1
id0230,15,labyrinth,1
id0230,16,orchid,1
id0230,17,zucchini,1
id0230,18,kayak,0
id0230,19,lobster,0
id0230,20,carnation,0
id0230,21,flounder,0
id0230,22,cello,0
id0232,1,eye,1
id0232,2,carrot,1
id0232,3,ant,1
id0232,4,elk,1
id0232,5,choir,1
id0232,6,ventilator,1
id0232,7,arugula,1
id0232,8,giraffe,1
id0232,9,palmtree,1
id0232,10,pineapple,1
id0232,11,ocean,1
id0232,12,gazelle,0
id0232,13,chanterelle,0
id0232,14,ruin,1
id0232,15,labyrinth,1
id0232,16,orchid,1
id0232,17,zucchini,0
id0232,18,kayak,0
id0232,19,lobster,0
id0232,20,carnation,1
id0232,21,flounder,1
id0232,22,cello,1
id0233,1,eye,1
id0233,2,carrot,1
id0233,3,ant,1
id0233,4,elk,1
id0233,5,choir,1
id0233,6,ventilator,1
id0233,7,arugula,0
id0233,8,giraffe,1
id0233,9,palmtree,1
id0233,10,pineapple,1
id0233,11,ocean,1
id0233,12,gazelle,0
id0233,13,chanterelle,1
id0233,14,ruin,1
id0233,15,labyrinth,1
id0233,16,orchid,1
id0233,17,zucchini,0
id0233,18,kayak,1
id0233,19,lobster,1
id0233,20,carnation,1
id0233,21,flounder,1
id0233,22,cello,1
id0234,1,eye,1
id0234,2,carrot,1
id0234,3,ant,1
id0234,4,elk,1
id0234,5,choir,0
id0234,6,ventilator,1
id0234,7,arugula,0
id0234,8,giraffe,1
id0234,9,palmtree,1
id0234,10,pineapple,1
id0234,11,ocean,1
id0234,12,gazelle,1
id0234,13,chanterelle,0
id0234,14,ruin,1
id0234,15,labyrinth,1
id0234,16,orchid,1
id0234,17,zucchini,1
id0234,18,kayak,1
id0234,19,lobster,1
id0234,20,carnation,1
id0234,21,flounder,0
id0234,22,cello,0
id0236,1,eye,1
id0236,2,carrot,1
id0236,3,ant,1
id0236,4,elk,1
id0236,5,choir,1
id0236,6,ventilator,1
id0236,7,arugula,1
id0236,8,giraffe,1
id0236,9,palmtree,1
id0236,10,pineapple,1
id0236,11,ocean,1
id0236,12,gazelle,1
id0236,13,chanterelle,1
id0236,14,ruin,1
id0236,15,labyrinth,1
id0236,16,orchid,1
id0236,17,zucchini,1
id0236,18,kayak,1
id0236,19,lobster,1
id0236,20,carnation,0
id0236,21,flounder,1
id0236,22,cello,1
id0239,1,eye,1
id0239,2,carrot,1
id0239,3,ant,1
id0239,4,elk,1
id0239,5,choir,0
id0239,6,ventilator,1
id0239,7,arugula,0
id0239,8,giraffe,1
id0239,9,palmtree,1
id0239,10,pineapple,1
id0239,11,ocean,1
id0239,12,gazelle,0
id0239,13,chanterelle,0
id0239,14,ruin,1
id0239,15,labyrinth,1
id0239,16,orchid,1
id0239,17,zucchini,1
id0239,18,kayak,1
id0239,19,lobster,1
id0239,20,carnation,1
id0239,21,flounder,0
id0239,22,cello,0
id0241,1,eye,1
id0241,2,carrot,1
id0241,3,ant,1
id0241,4,elk,1
id0241,5,choir,1
id0241,6,ventilator,1
id0241,7,arugula,1
id0241,8,giraffe,1
id0241,9,palmtree,1
id0241,10,pineapple,1
id0241,11,ocean,1
id0241,12,gazelle,1
id0241,13,chanterelle,1
id0241,14,ruin,1
id0241,15,labyrinth,1
id0241,16,orchid,1
id0241,17,zucchini,1
id0241,18,kayak,1
id0241,19,lobster,1
id0241,20,carnation,1
id0241,21,flounder,1
id0241,22,cello,1
id0242,1,eye,1
id0242,2,carrot,1
id0242,3,ant,1
id0242,4,elk,1
id0242,5,choir,1
id0242,6,ventilator,1
id0242,7,arugula,1
id0242,8,giraffe,1
id0242,9,palmtree,1
id0242,10,pineapple,1
id0242,11,ocean,1
id0242,12,gazelle,1
id0242,13,chanterelle,1
id0242,14,ruin,1
id0242,15,labyrinth,1
id0242,16,orchid,1
id0242,17,zucchini,1
id0242,18,kayak,0
id0242,19,lobster,1
id0242,20,carnation,1
id0242,21,flounder,1
id0242,22,cello,1
id0244,1,eye,1
id0244,2,carrot,1
id0244,3,ant,1
id0244,4,elk,1
id0244,5,choir,1
id0244,6,ventilator,1
id0244,7,arugula,0
id0244,8,giraffe,1
id0244,9,palmtree,1
id0244,10,pineapple,1
id0244,11,ocean,0
id0244,12,gazelle,1
id0244,13,chanterelle,0
id0244,14,ruin,1
id0244,15,labyrinth,1
id0244,16,orchid,0
id0244,17,zucchini,1
id0244,18,kayak,0
id0244,19,lobster,1
id0244,20,carnation,1
id0244,21,flounder,1
id0244,22,cello,0
id0245,1,eye,1
id0245,2,carrot,1
id0245,3,ant,1
id0245,4,elk,1
id0245,5,choir,0
id0245,6,ventilator,1
id0245,7,arugula,1
id0245,8,giraffe,1
id0245,9,palmtree,1
id0245,10,pineapple,1
id0245,11,ocean,1
id0245,12,gazelle,1
id0245,13,chanterelle,1
id0245,14,ruin,1
id0245,15,labyrinth,1
id0245,16,orchid,1
id0245,17,zucchini,1
id0245,18,kayak,0
id0245,19,lobster,1
id0245,20,carnation,0
id0245,21,flounder,0
id0245,22,cello,0
id0246,1,eye,1
id0246,2,carrot,1
id0246,3,ant,1
id0246,4,elk,1
id0246,5,choir,0
id0246,6,ventilator,1
id0246,7,arugula,0
id0246,8,giraffe,1
id0246,9,palmtree,1
id0246,10,pineapple,1
id0246,11,ocean,1
id0246,12,gazelle,0
id0246,13,chanterelle,1
id0246,14,ruin,0
id0246,15,labyrinth,1
id0246,16,orchid,1
id0246,17,zucchini,1
id0246,18,kayak,1
id0246,19,lobster,1
id0246,20,carnation,0
id0246,21,flounder,1
id0246,22,cello,0
id0247,1,eye,1
id0247,2,carrot,1
id0247,3,ant,1
id0247,4,elk,1
id0247,5,choir,1
id0247,6,ventilator,1
id0247,7,arugula,0
id0247,8,giraffe,1
id0247,9,palmtree,1
id0247,10,pineapple,1
id0247,11,ocean,1
id0247,12,gazelle,1
id0247,13,chanterelle,1
id0247,14,ruin,1
id0247,15,labyrinth,1
id0247,16,orchid,1
id0247,17,zucchini,1
id0247,18,kayak,1
id0247,19,lobster,0
id0247,20,carnation,1
id0247,21,flounder,1
id0247,22,cello,0
id0248,1,eye,1
id0248,2,carrot,1
id0248,3,ant,1
id0248,4,elk,1
id0248,5,choir,1
id0248,6,ventilator,1
id0248,7,arugula,1
id0248,8,giraffe,1
id0248,9,palmtree,1
id0248,10,pineapple,1
id0248,11,ocean,1
id0248,12,gazelle,1
id0248,13,chanterelle,1
id0248,14,ruin,1
id0248,15,labyrinth,1
id0248,16,orchid,1
id0248,17,zucchini,1
id0248,18,kayak,1
id0248,19,lobster,1
id0248,20,carnation,1
id0248,21,flounder,1
id0248,22,cello,1
id0252,1,eye,1
id0252,2,carrot,1
id0252,3,ant,1
id0252,4,elk,1
id0252,5,choir,1
id0252,6,ventilator,1
id0252,7,arugula,1
id0252,8,giraffe,1
id0252,9,palmtree,1
id0252,10,pineapple,1
id0252,11,ocean,1
id0252,12,gazelle,1
id0252,13,chanterelle,1
id0252,14,ruin,1
id0252,15,labyrinth,1
id0252,16,orchid,1
id0252,17,zucchini,1
id0252,18,kayak,0
id0252,19,lobster,1
id0252,20,carnation,1
id0252,21,flounder,1
id0252,22,cello,1
id0253,1,eye,1
id0253,2,carrot,1
id0253,3,ant,1
id0253,4,elk,1
id0253,5,choir,0
id0253,6,ventilator,1
id0253,7,arugula,1
id0253,8,giraffe,1
id0253,9,palmtree,1
id0253,10,pineapple,1
id0253,11,ocean,1
id0253,12,gazelle,0
id0253,13,chanterelle,0
id0253,14,ruin,1
id0253,15,labyrinth,1
id0253,16,orchid,0
id0253,17,zucchini,1
id0253,18,kayak,0
id0253,19,lobster,0
id0253,20,carnation,0
id0253,21,flounder,0
id0253,22,cello,0
id0254,1,eye,1
id0254,2,carrot,1
id0254,3,ant,1
id0254,4,elk,1
id0254,5,choir,0
id0254,6,ventilator,1
id0254,7,arugula,0
id0254,8,giraffe,1
id0254,9,palmtree,1
id0254,10,pineapple,1
id0254,11,ocean,0
id0254,12,gazelle,1
id0254,13,chanterelle,1
id0254,14,ruin,1
id0254,15,labyrinth,1
id0254,16,orchid,1
id0254,17,zucchini,1
id0254,18,kayak,0
id0254,19,lobster,1
id0254,20,carnation,0
id0254,21,flounder,1
id0254,22,cello,0
id0256,1,eye,1
id0256,2,carrot,1
id0256,3,ant,1
id0256,4,elk,1
id0256,5,choir,1
id0256,6,ventilator,1
id0256,7,arugula,0
id0256,8,giraffe,1
id0256,9,palmtree,1
id0256,10,pineapple,1
id0256,11,ocean,0
id0256,12,gazelle,0
id0256,13,chanterelle,0
id0256,14,ruin,0
id0256,15,labyrinth,1
id0256,16,orchid,0
id0256,17,zucchini,0
id0256,18,kayak,0
id0256,19,lobster,0
id0256,20,carnation,0
id0256,21,flounder,0
id0256,22,cello,0
id0257,1,eye,1
id0257,2,carrot,1
id0257,3,ant,1
id0257,4,elk,1
id0257,5,choir,0
id0257,6,ventilator,1
id0257,7,arugula,1
id0257,8,giraffe,1
id0257,9,palmtree,1
id0257,10,pineapple,1
id0257,11,ocean,1
id0257,12,gazelle,0
id0257,13,chanterelle,1
id0257,14,ruin,1
id0257,15,labyrinth,1
id0257,16,orchid,0
id0257,17,zucchini,1
id0257,18,kayak,1
id0257,19,lobster,0
id0257,20,carnation,0
id0257,21,flounder,1
id0257,22,cello,0
id0258,1,eye,1
id0258,2,carrot,1
id0258,3,ant,1
id0258,4,elk,1
id0258,5,choir,0
id0258,6,ventilator,1
id0258,7,arugula,0
id0258,8,giraffe,1
id0258,9,palmtree,1
id0258,10,pineapple,1
id0258,11,ocean,1
id0258,12,gazelle,0
id0258,13,chanterelle,0
id0258,14,ruin,0
id0258,15,labyrinth,0
id0258,16,orchid,0
id0258,17,zucchini,1
id0258,18,kayak,0
id0258,19,lobster,1
id0258,20,carnation,0
id0258,21,flounder,1
id0258,22,cello,0
id0259,1,eye,1
id0259,2,carrot,1
id0259,3,ant,1
id0259,4,elk,1
id0259,5,choir,1
id0259,6,ventilator,1
id0259,7,arugula,1
id0259,8,giraffe,1
id0259,9,palmtree,1
id0259,10,pineapple,1
id0259,11,ocean,1
id0259,12,gazelle,1
id0259,13,chanterelle,0
id0259,14,ruin,1
id0259,15,labyrinth,1
id0259,16,orchid,1
id0259,17,zucchini,1
id0259,18,kayak,1
id0259,19,lobster,1
id0259,20,carnation,0
id0259,21,flounder,1
id0259,22,cello,1
id0262,1,eye,1
id0262,2,carrot,1
id0262,3,ant,1
id0262,4,elk,1
id0262,5,choir,0
id0262,6,ventilator,1
id0262,7,arugula,0
id0262,8,giraffe,1
id0262,9,palmtree,1
id0262,10,pineapple,1
id0262,11,ocean,1
id0262,12,gazelle,1
id0262,13,chanterelle,0
id0262,14,ruin,1
id0262,15,labyrinth,1
id0262,16,orchid,1
id0262,17,zucchini,1
id0262,18,kayak,0
id0262,19,lobster,1
id0262,20,carnation,1
id0262,21,flounder,1
id0262,22,cello,1
id0263,1,eye,1
id0263,2,carrot,1
id0263,3,ant,1
id0263,4,elk,1
id0263,5,choir,1
id0263,6,ventilator,1
id0263,7,arugula,1
id0263,8,giraffe,1
id0263,9,palmtree,1
id0263,10,pineapple,1
id0263,11,ocean,1
id0263,12,gazelle,0
id0263,13,chanterelle,1
id0263,14,ruin,1
id0263,15,labyrinth,1
id0263,16,orchid,0
id0263,17,zucchini,1
id0263,18,kayak,0
id0263,19,lobster,1
id0263,20,carnation,0
id0263,21,flounder,1
id0263,22,cello,0
id0266,1,eye,1
id0266,2,carrot,1
id0266,3,ant,1
id0266,4,elk,1
id0266,5,choir,1
id0266,6,ventilator,1
id0266,7,arugula,1
id0266,8,giraffe,1
id0266,9,palmtree,1
id0266,10,pineapple,1
id0266,11,ocean,1
id0266,12,gazelle,1
id0266,13,chanterelle,1
id0266,14,ruin,1
id0266,15,labyrinth,1
id0266,16,orchid,1
id0266,17,zucchini,1
id0266,18,kayak,1
id0266,19,lobster,1
id0266,20,carnation,1
id0266,21,flounder,0
id0266,22,cello,0
id0267,1,eye,1
id0267,2,carrot,1
id0267,3,ant,1
id0267,4,elk,1
id0267,5,choir,1
id0267,6,ventilator,1
id0267,7,arugula,0
id0267,8,giraffe,1
id0267,9,palmtree,1
id0267,10,pineapple,1
id0267,11,ocean,0
id0267,12,gazelle,0
id0267,13,chanterelle,0
id0267,14,ruin,1
id0267,15,labyrinth,1
id0267,16,orchid,0
id0267,17,zucchini,0
id0267,18,kayak,0
id0267,19,lobster,0
id0267,20,carnation,0
id0267,21,flounder,0
id0267,22,cello,1
id0268,1,eye,1
id0268,2,carrot,1
id0268,3,ant,1
id0268,4,elk,1
id0268,5,choir,0
id0268,6,ventilator,1
id0268,7,arugula,0
id0268,8,giraffe,1
id0268,9,palmtree,1
id0268,10,pineapple,1
id0268,11,ocean,1
id0268,12,gazelle,1
id0268,13,chanterelle,0
id0268,14,ruin,1
id0268,15,labyrinth,1
id0268,16,orchid,1
id0268,17,zucchini,1
id0268,18,kayak,1
id0268,19,lobster,1
id0268,20,carnation,0
id0268,21,flounder,1
id0268,22,cello,0
id0269,1,eye,1
